nct_id,sponsor_type,overall_status,study_type,start_date,completion_date,phase,brief_title,conditions,interventions,primary_completion_date,,completion_date_type,org_study_id,secondary_id,actual_duration,reported_enrollment,derived_enrollment,enrollment_type,number_of_arms,number_of_facilities,number_of_nsae_subjects,number_of_sae_subjects,registered_in_fiscal_year,results_reported,months_to_report_results,why_stopped,is_section_801,is_fda_regulated,has_expanded_access,has_dmc
NCT00289523,Industry,Completed,Observational,1/1/06,7/1/07,Phase 4,EEG Biomarkers for Predicting Response to Antidepressant Therapy,"Depression, Depressive Disorder, Depressive Disorder, Major","Citalopram, Dexetimide, Antidepressive Agents",7/1/07,,Actual,227,,1.5,375,,Actual,,10,0,0,2006,,,,,0,0,1
NCT00290108,Other,Completed,Interventional,3/1/03,12/1/03,N/A,The Influence of Injection Rate on EEG Propofol Peak Effect as Measured by Bispectral Index,,Propofol,,,,257/99,,,99,,,,1,0,0,2006,,,,,,0,
NCT00296777,Other,Completed,Interventional,12/1/04,12/1/07,Phase 4,Treatment of Depression Following Multiple Brain Tests,"Depression, Depressive Disorder, Depressive Disorder, Major","Bupropion, Citalopram, Dexetimide, Imipramine",5/1/07,,Actual,#4781,,2.41,28,,Actual,3,1,0,0,2006,,,,0,1,0,0
NCT00298246,NIH,Completed,Observational,2/1/06,,N/A,Clinical and Immunological Investigations of Subtypes of Autism,"Autistic Disorder, Child Development Disorders, Pervasive",,,,,60102,,,557,,Actual,,1,0,0,2006,,,,,0,0,
NCT00303342,NIH,Completed,Interventional,3/1/06,6/1/09,Phase 2,Neuroendocrine Mechanisms in Behavioral Treatment of Insomnia,,,6/1/09,,Actual,R01AT002490,,3.25,60,,Anticipated,2,1,0,0,2006,,,,,0,0,0
NCT00305045,Other,Completed,Interventional,3/1/05,5/1/09,N/A,Treating Refractory Major Depressive Disorder With Repetitive Transcranial Magnetic Stimulation,"Depression, Depressive Disorder, Depressive Disorder, Major",,5/1/09,,Actual,237/2004,,4.17,73,,Actual,3,1,0,0,2006,,,,,0,0,0
NCT00307346,NIH,Completed,Observational,3/1/06,1/1/11,N/A,Physiology of Weakness in Movement Disorders,"Disease, Movement Disorders",,,,,60125,,,6,,Actual,,1,0,0,2006,,,,,0,0,
NCT00318578,Other,Completed,Observational,3/1/05,1/1/07,N/A,Prognosis Factors Associated With Convulsive Status Epilepticus in Adults,Status Epilepticus,,,,,LEGRIEL stephane,,,100,,Anticipated,,34,0,0,2006,,,,,,0,
NCT00319722,Other,Recruiting,Observational,2/1/06,3/1/11,Phase 1,EEG Studies of Sensory Processing in Autistic Children,,,3/1/11,,Anticipated,2005-P-000868/3,,5.08,130,,Anticipated,,1,0,0,2006,,,,,0,0,
NCT00319943,Industry,Completed,Interventional,9/1/04,7/1/06,Phase 1,Computer-Based Therapy for Mild Cognitive Impairment,"Cognition Disorders, Mild Cognitive Impairment",,,,,OUT-108-2005,,,48,,,,1,0,0,2006,,,,,,0,
NCT00325091,NIH,Completed,Observational,5/1/06,1/1/14,N/A,Long-Term Motor Learning in Focal Hand Dystonia,"Dystonia, Dystonic Disorders",,,,,60161,,,19,,Actual,,1,0,0,2006,,,,,0,0,
NCT00328367,Industry,Completed,Interventional,12/1/05,2/1/08,Phase 4,Aripiprazole Augmentation for Clozapine-Treated Patients With Refractory Schizophrenia,Schizophrenia,"Aripiprazole, Clozapine",12/1/06,,Actual,KYS-2006-05209,,1,61,,Actual,2,1,0,0,2006,,,,,0,0,1
NCT00329992,Other,Completed,Interventional,4/1/04,12/1/09,Phase 3,Brief Eclectic Psychotherapy for PTSD - a Randomized Controlled Trial,"Stress Disorders, Post-Traumatic, Stress Disorders, Traumatic",,5/1/09,,Actual,3200BO-102204,,5.08,30,,Actual,2,1,0,0,2006,,,,,0,0,0
NCT00334516,NIH,Completed,Observational,6/1/06,8/1/15,N/A,Brain Function in Primary Lateral Sclerosis and Amyotrophic Lateral Sclerosis,"Amyotrophic Lateral Sclerosis, Motor Neuron Disease, Sclerosis",,,,,60174,,,77,,Actual,,1,0,0,2006,,,,,0,0,
NCT00344877,NIH,Completed,Observational,6/1/06,5/1/09,N/A,Electrical Brain Stimulation to Reduce Epileptic Seizures,"Epilepsy, Epilepsy, Temporal Lobe",,,,,60187,,,56,,,,1,0,0,2006,,,,,0,0,
NCT00350805,Other,Recruiting,Observational,9/1/05,12/1/16,N/A,Measuring Time Windows in Patients With Schizophrenia and Healthy Controls,Schizophrenia,,12/1/16,,Anticipated,3494,,11.26,228,,Anticipated,,3,0,0,2006,,,,,0,0,0
NCT00353938,Other,Completed,Interventional,10/1/06,2/1/11,Phase 2,"Study of 3,4-Methylenedioxymethamphetamine-assisted Psychotherapy in People With Posttraumatic Stress Disorder","Stress Disorders, Post-Traumatic, Stress Disorders, Traumatic","N-Methyl-3,4-methylenedioxyamphetamine",2/1/11,,Actual,M-P2,,4.34,14,,Actual,2,1,0,0,2006,,,,1,1,0,0
NCT00361010,Industry,Completed,Interventional,12/1/06,12/1/07,N/A,A Pilot Study of Efficacy and Tolerability of Levetiracetam Monotherapy in Subjects With Childhood Absence Epilepsy,"Epilepsy, Epilepsy, Absence",Etiracetam,12/1/07,,Actual,KeppraCAE,,1,20,,Anticipated,,2,0,0,2006,,,,1,1,0,
NCT00361218,Other,Completed,Interventional,10/1/05,12/1/08,Phase 3,Biological Markers of Response to Treatment in Major Depressive Disorder,"Depression, Depressive Disorder, Depressive Disorder, Major","Serotonin Uptake Inhibitors, Citalopram, Dexetimide",12/1/08,,Actual,2005P000413,,3.17,72,,Actual,1,0,10,0,2006,1,56,,,0,0,1
NCT00375843,NIH,Completed,Interventional,1/1/05,3/1/08,Phase 4,Brain Activity Changes and Treatment Response in Depressed People Who Are Receiving Antidepressant Medication,"Depression, Depressive Disorder, Treatment-Resistant","Citalopram, Dexetimide, Sertraline",6/1/07,,Actual,R01MH069217,,2.41,118,,Actual,2,3,0,0,2006,,,,,0,0,0
NCT00379873,Other,Completed,Interventional,10/1/06,12/1/06,N/A,Chiropractic Adjustment on Physiological Measurements,,,,,Actual,RD0606060021,,,,,,,0,0,0,2006,,,,,,0,
NCT00379886,Other,Recruiting,Interventional,1/1/03,12/1/07,N/A,Comparison of Thiopental and Propofol as Anaesteticum During ECT,,"Propofol, Thiopental",,,Anticipated,ECT-Jan2004-Jan2007,,,100,,Anticipated,,1,0,0,2006,,,,,,0,
NCT00383357,NIH,Completed,Interventional,8/1/04,,N/A,Sleepiness and the Risk of Falling,,,,,,AG0070,,,24,,Anticipated,,1,0,0,2006,,,,,,0,
NCT00384423,Industry,Completed,Interventional,10/1/06,,Phase 2,Short Term Effects of PRX-03140 in Patients With Mild Alzheimer's Disease Being Treated With Aricept,Alzheimer Disease,,10/1/07,,,PRX-CP-018,,1,80,,Anticipated,3,17,0,0,2007,,,,,,0,0
NCT00386893,Industry,Withdrawn,Interventional,10/1/06,12/1/11,Phase 4,Somatosensory Processing in Depression,"Depression, Depressive Disorder",,12/1/11,,Actual,ESC_03082005,,5.17,0,,Actual,1,1,0,0,2007,,,,,0,0,
NCT00387179,NIH,Recruiting,Interventional,10/1/06,3/1/10,N/A,Effectiveness of Combining Light and Non-Light Treatments for Jet Lag and Sleep Disorders,"Parasomnias, Sleep Disorders, Sleep Disorders, Circadian Rhythm",Melatonin,3/1/10,,Anticipated,406,,3.42,48,,Anticipated,3,1,0,0,2007,,,,0,1,0,
NCT00391885,Other,Completed,Interventional,9/1/06,4/1/07,Phase 4,Target-Controlled Infusion of Propofol and Remifentanil During General Anaesthesia Guided by Entropy,,"Anesthetics, Remifentanil",,,Actual,Foch-4,,,60,,,,2,0,0,2007,,,,,,0,
NCT00391963,Other,Completed,Observational,6/1/06,4/1/07,N/A,Comparison of the Bispectral Index and the Entropy of the Electroencephalogram During Total Intravenous Anesthesia,,,,,Actual,Foch-2,,,84,,,,2,0,0,2007,,,,,,0,
NCT00393614,Other,"Active, not recruiting",Interventional,5/1/07,3/1/10,Phase 4,Levetiracetam Treatment of Children With Subclinical Sleep-Activated Epileptiform Activity (SSEA),,Etiracetam,3/1/10,,Anticipated,S06080,,2.84,30,,Anticipated,1,1,0,0,2007,,,,,0,0,
NCT00396942,NIH,Completed,Observational,11/1/06,10/1/08,N/A,Motor Skill Learning in People With Parkinson's Disease,Parkinson Disease,,,,,70020,,,24,,,,1,0,0,2007,,,,,0,0,
NCT00401648,Industry,Completed,Interventional,9/1/02,6/1/03,Phase 2,Effect of Brivaracetam in Photosensitive Epileptic Subjects,,,6/1/03,,Actual,N01069,,0.75,20,,,,5,0,0,2007,,,,,,0,
NCT00405145,Other,Recruiting,Observational,7/1/06,7/1/11,N/A,Mapping of the Epileptic Brain,,,,,,618,,,400,,,,1,0,0,2006,,,,,,0,
NCT00407277,Other,Completed,Interventional,2/1/07,,N/A,Neural Inhibition as a Mechanism of Nicotine Dependence Among Persons With Schizophrenia,"Disease, Psychotic Disorders, Schizophrenia, Tobacco Use Disorder",Nicotine,8/1/08,,,63/2005,,1.5,120,,Anticipated,3,1,0,0,2007,,,,,0,0,0
NCT00408941,Other,Not yet recruiting,Interventional,12/1/06,12/1/06,Phase 4,EEG and Auditory Evoked Potentials During Local Anesthesia,,Anesthetics,,,,1505/06,,,15,,,,1,0,0,2007,,,,,,0,
NCT00410111,Other,Completed,Observational,1/1/07,7/1/07,N/A,Pathogenesis and Cerebrovascular Manifestations of Septic Encephalopathy,Brain Diseases,,,,Actual,EKBB 226/06,,,23,,Actual,,1,0,0,2007,,,,,,0,
NCT00411580,Industry,Completed,Interventional,6/1/05,12/1/08,Phase 1,Safety and Tolerability Study in Patients With Mild to Moderate Alzheimer's Disease (AD),Alzheimer Disease,,12/1/08,,Actual,CCAD106A2101,,3.5,58,,Actual,2,3,0,0,2007,,,,,0,0,
NCT00418652,Other,Completed,Interventional,1/1/06,,N/A,Interruption of Dorsal Visual Stream Using TMS,,,7/1/10,,,SHEBA-06-4252-RA-CTIL,,4.5,12,,Actual,3,1,0,0,2007,,,,,0,0,
NCT00426816,Industry,Completed,Interventional,12/1/06,5/1/07,Phase 2,"To Evaluate The Effects Of SB-649868 (10, 30 Mg And 60 Mg) On Subjects With Primary Insomnia",,,5/1/07,,Actual,OXS107714,,0.41,48,,Actual,1,10,0,0,2007,,,,,0,0,0
NCT00430703,Other,Completed,Interventional,8/1/06,8/1/08,Phase 0,Effect of Passive Gait Training on the Cortical Activity in Patients With Severe Traumatic Brain Injury.,"Brain Injuries, Craniocerebral Trauma",,8/1/08,,Actual,HNRC-AAU-06-1,,2,26,,Actual,2,1,0,0,2007,,,,,0,0,0
NCT00437827,Industry,Completed,Interventional,8/1/06,10/1/09,N/A,rEEG Guided Pharmacotherapy of Subjects With Depression Treatment Failure,"Depression, Depressive Disorder",,10/1/09,,Actual,rEEGTRD010,,3.17,120,,Anticipated,2,13,0,0,2007,,,,,0,0,0
NCT00439387,NIH,Terminated,Observational,2/1/07,6/1/15,N/A,The Role of Serotonin in Seizures,"Epilepsy, Seizures",,,,,70103,,,46,,Actual,,1,0,0,2007,,,,0,1,0,
NCT00443807,Other,Completed,Interventional,8/1/07,3/1/08,N/A,EEG Monitoring to Assess Emergence From Neuroanesthesia,"Intracranial Aneurysm, Trigeminal Neuralgia",,3/1/08,,Actual,B2007:008,,0.58,21,,Actual,1,1,0,0,2007,,,,,0,0,0
NCT00446212,Other,Completed,Interventional,8/1/06,7/1/08,Phase 4,Dreaming and EEG Changes During Anaesthesia Maintained With Propofol or Desflurane,,"Anesthetics, Desflurane, Propofol",7/1/08,,Actual,2006.125,,1.92,300,,Actual,2,4,0,0,2007,,,,,0,0,0
NCT00447512,Other,Completed,Interventional,3/1/04,10/1/07,N/A,Effects of Ghrelin on the Sleep-EEG and Nocturnal Secretion of Hormones,"Depressive Disorder, Major",,,,Actual,L2/2003,,,80,,Anticipated,1,1,0,0,2007,,,,,,0,0
NCT00448318,Other,Not yet recruiting,Interventional,3/1/07,10/1/08,Phase 2/Phase 3,Evaluating the Effects of Music Interventions on Hospitalised People With Dementia,"Alzheimer Disease, Dementia, Dementia, Vascular, Lewy Body Disease",,,,,WKG_07_BB,,,180,,,,1,0,0,2007,,,,,,0,0
NCT00448890,Industry,Completed,Interventional,11/1/06,1/1/09,Phase 1,Evaluation of Single and Repeat Doses of GSK729327 in Healthy Volunteers,,,12/1/08,,Actual,AM1107296,,2.08,79,,Actual,2,2,0,0,2007,,,,,,0,
NCT00453505,NIH,Recruiting,Observational,3/1/07,,N/A,Modulation of Motor Function by Stimulation of the Central and Peripheral Nervous System,,,,,,70122,,,1000,,Anticipated,,1,0,0,2007,,,,,0,0,
NCT00455026,Industry,Completed,Interventional,3/1/06,10/1/07,Phase 1,Effect of Remifentanil on Electroencephalographic BAR Index During Propofol Anaesthesia,,Remifentanil,10/1/07,,Actual,2005.236,,1.59,45,,Actual,3,2,0,0,2007,,,,,0,0,0
NCT00463333,Other,Completed,Observational,5/1/05,,N/A,Postoperative Delirium at Heidelberg's Intensive Care Unit -New Diagnostic Markers,Delirium,,,,,196/2004,,,,,,,1,0,0,2005,,,,,,0,0
NCT00464451,Industry,Withdrawn,Interventional,8/1/09,5/1/11,Phase 2,Dexmedetomidine Versus Chloral Hydrate for Pediatric Sedation During EEG,,"Chloral Hydrate, Dexmedetomidine",12/1/10,,Anticipated,Dex for Ped EEG,,1.33,120,,Anticipated,2,1,0,0,2007,,,Unable to obtain approval from FDA for use of chloral hydrate,1,1,0,1
NCT00467090,NIH,Terminated,Observational,4/1/07,2/1/14,N/A,Characteristics of Parkinson s Disease Associated With the LRRK-2 Gene Mutation,Parkinson Disease,,,,,70137,,,34,,Actual,,1,0,0,2007,,,,,0,0,
NCT00471744,Other,Terminated,Interventional,6/1/06,7/1/08,Phase 3,HEAD-Study Optimizing the Treatment of Children With BECTS,"Epilepsy, Epilepsy, Rolandic","Etiracetam, Sulthiame",,,Actual,2005-004468-22,,,44,,Actual,2,1,0,0,2007,,,low patient number after 2 years recruiting,,,0,1
NCT00480870,Other,Completed,Interventional,4/1/99,1/1/05,Phase 4,The Effect of Anticholinesterase Drugs on Sleep in Alzheimer's Disease Patients,"Sleep Apnea, Obstructive, Alzheimer Disease","Cholinesterase Inhibitors, Donepezil",,,Actual,CEP nå¼051/99,,,65,,Actual,2,1,0,0,2007,,,,,0,0,0
NCT00483873,Industry,Recruiting,Observational,8/1/07,12/1/09,N/A,Cardiac Arrest Recovery EEG Study,Heart Arrest,,,,Anticipated,R44HL070129,,,100,,Anticipated,,4,0,0,2007,,,,,0,0,1
NCT00487292,Other,Completed,Interventional,4/1/03,6/1/06,N/A,Naps and Pulses of Bright Light in Shift Workers,,,,,Actual,HDCSRE-003,,,9,,Actual,2,1,0,0,2007,,,,,,0,1
NCT00494468,NIH,Completed,Interventional,10/1/02,3/1/04,Phase 1/Phase 2,Single Dose Pharmacokinetic and Pharmacodynamic Evaluation of Three Different Doses of Zolpidem in Children,"Parasomnias, Sleep Disorders",Zolpidem,,,,PPRU-10590,,,63,,,,11,0,0,2007,,,,,,0,
NCT00498329,NIH,Completed,Observational,7/1/07,11/1/11,N/A,Brain Function in Performance of Motor Tasks,,,,,,70187,,,144,,Actual,,1,0,0,2007,,,,,0,0,
NCT00506259,NIH,Recruiting,Interventional,7/1/07,6/1/17,Phase 1,Treatment Strategies for Children With Smith-Magenis Syndrome,"Developmental Disabilities, Disease, Intellectual Disability, Parasomnias, Self-Injurious Behavior, Sleep Disorders, Sleep Disorders, Circadian Rhythm, Smith-Magenis Syndrome, Chromosome Deletion",Melatonin,12/1/16,,Anticipated,70076,,9.43,75,,Anticipated,1,1,0,0,2007,,,,0,1,0,
NCT00506428,NIH,Recruiting,Interventional,12/1/06,6/1/11,N/A,Effects of Chronic Sleep Restriction in Young and Older People,"Metabolic Syndrome X, Sleep Deprivation",,6/1/11,,Anticipated,AG0077,,4.5,25,,Anticipated,1,1,0,0,2007,,,,,0,0,0
NCT00508118,Other,Terminated,Interventional,1/1/08,4/1/08,Phase 2,NICardipine Neuroprotection in AortiC Surgery (NICNACS),"Aortic Aneurysm, Aortic Aneurysm, Thoracic",Nicardipine,4/1/08,,Actual,Pro00001612,,0.25,7,,Actual,2,1,6,0,2007,1,42,3/7 subjects experienced hypotension. Study was terminated.,1,1,0,0
NCT00513240,NIH,"Active, not recruiting",Interventional,9/1/06,9/1/16,Phase 1/Phase 2,Erythropoetin Neuroprotection for Neonatal Cardiac Surgery,"Heart Defects, Congenital, Hypoplastic Left Heart Syndrome, Transposition of Great Vessels",Epoetin alfa,9/1/12,,Anticipated,R21HD5550101,,6.01,62,,Actual,2,1,16,0,2007,1,17,,1,1,0,1
NCT00516334,Other,"Active, not recruiting",Observational,5/1/06,5/1/13,N/A,Study of Bedside EEG to Evaluate Brain Injury in Premature Newborns,"Brain Injuries, Cerebral Palsy, Premature Birth",,5/1/09,,Anticipated,2003-P-000088,,3,100,,Anticipated,,1,0,0,2007,,,,,0,0,0
NCT00519168,Other,"Active, not recruiting",Observational,9/1/06,8/1/17,N/A,"Sleep, Circadian Hormonal Dysregulation, and Breast Cancer Survival",Breast Neoplasms,,8/1/11,,Anticipated,BRSADJ0013,,4.92,125,,Anticipated,,1,0,0,2007,,,,,0,0,1
NCT00519298,Industry,Completed,Interventional,10/1/07,3/1/08,Phase 1,Study Evaluating Effects of SAM-531 on Sleep Electroencephalogram (EEG) and Quantitative Wake EEG in Healthy Subjects,,,3/1/08,,Actual,3193A1-1110,,0.42,25,,Anticipated,3,1,0,0,2007,,,,0,1,0,
NCT00522587,Other,Completed,Interventional,4/1/08,12/1/11,Phase 2,"Sevoflurane-Remifentanil Interaction: Multiple Response Surfaces, Validation of Calibration Stimuli, Validation of the Intraoperative Isobole Concept and Investigating Remifentanil Induced Opioid Tolerance",,"Remifentanil, Sevoflurane",7/1/09,,Actual,2007/242,,1.25,40,,Actual,12,1,0,0,2007,,,,,0,0,0
NCT00526500,Other,Recruiting,Interventional,8/1/06,5/1/09,Phase 0,Effect of Passive Gait Training on the Cortical Activity in Patients With Severe Brain Injury.,"Brain Injuries, Craniocerebral Trauma, Hemorrhage, Hypoxia, Brain, Subarachnoid Hemorrhage",,5/1/09,,Anticipated,HNRC-AAU-07-1,,2.75,60,,Anticipated,4,1,0,0,2007,,,,,0,0,0
NCT00527020,Industry,Completed,Interventional,8/1/07,,Phase 1,First Time in Human Study With GSK1018921,Schizophrenia,Nicotine,,,,GT1109727,,,54,,Anticipated,,1,0,0,2007,,,,,,0,0
NCT00530582,Other,Completed,Interventional,11/1/03,7/1/04,Phase 4,Progesterone Reduces Wakefulness in Sleep EEG and Has no Effect on Cognition in Healthy Postmenopausal Women,,Progesterone,,,Actual,KAD 108 ex,,,10,,Actual,,1,0,0,2007,,,,,,0,0
NCT00536783,Industry,Completed,Observational,4/1/04,3/1/06,N/A,Schizophrenia Sensory Gating Deficit With Quetiapine,Schizophrenia,Quetiapine,,,Actual,72,,,20,,Anticipated,,1,0,0,2007,,,,,,0,1
NCT00542802,Other,Recruiting,Interventional,9/1/07,6/1/09,Phase 3,Levetiracetam Versus Carbamazepine in Post-Stroke Late Onset Crisis,"Stroke, Epilepsy","Carbamazepine, Etiracetam, Piracetam",6/1/09,,Anticipated,EpIc 1151,,1.75,630,,Anticipated,2,24,0,0,2008,,,,,0,0,0
NCT00544895,Other,Completed,Observational,10/1/07,10/1/10,N/A,Neonatal Estimation Of Brain Damage Risk And Identification of Neuroprotectants,"Brain Damage, Chronic, Brain Injuries",Neuroprotective Agents,,,Actual,LSHM-CT-2006-036534,,,600,,Anticipated,,12,0,0,2008,,,,,0,0,0
NCT00550485,Other,Suspended,Interventional,10/1/07,6/1/16,N/A,Pharmacokinetic and Pharmacodynamic Effects of Escitalopram Depending on Genetic Polymorphisms of the ABCB1-gene,,"Citalopram, Dexetimide",3/1/12,,Anticipated,L3/2005,,4.42,300,,Anticipated,2,1,0,0,2008,,,Reconsidering study methods and design,,0,0,0
NCT00552526,Other,"Active, not recruiting",Interventional,11/1/07,12/1/13,Phase 4,Ketogenic Diet vs.Antiepileptic Drug Treatment in Drug Resistant Epilepsy,"Epilepsy, Intellectual Disability",Anticonvulsants,1/1/11,,Anticipated,Ketogenic diet,,3.17,60,,Anticipated,2,1,0,0,2008,,,,,0,0,1
NCT00558402,Other,Completed,Interventional,11/1/07,7/1/11,Phase 2,Meditation or Education for Alzheimer Caregivers,Alzheimer Disease,,7/1/11,,Actual,IRB00002226,,3.67,72,,Actual,3,1,0,0,2008,,,,,0,0,1
NCT00567099,Industry,Recruiting,Interventional,8/1/03,9/1/08,N/A,Remediation of Schizophrenia Sensory Gating Deficit With Aripiprazole,Schizophrenia,Aripiprazole,,,Anticipated,59,,,20,,Anticipated,1,1,0,0,2008,,,,,0,0,1
NCT00571181,Other,Completed,Interventional,12/1/07,9/1/08,Phase 4,Automated Anesthesia During Bronchoscopy,,"Anesthetics, Propofol, Remifentanil",9/1/08,,Actual,2007/14,,0.75,66,,Actual,2,1,0,0,2008,,,,,0,0,0
NCT00576615,NIH,"Active, not recruiting",Observational,5/1/02,5/1/16,N/A,Propofol's Hypnotic and Memory Effects,,Propofol,5/1/16,,Anticipated,01-139,,14.01,100,,Anticipated,,1,0,0,2008,,,,0,1,0,
NCT00579384,Industry,Completed,Interventional,10/1/07,7/1/08,Phase 2,A Study of the Effects of JNJ-26489112 on the Photic Induced Paroxysmal Electroencephalogram (EEG) Response in Patients With Photosensitive Epilepsy,"Epilepsy, Epilepsy, Reflex",,7/1/08,,Actual,CR014110,,0.75,12,,Actual,1,0,0,0,2008,,,,1,1,0,0
NCT00583544,Industry,Completed,Interventional,1/1/07,2/1/08,Phase 1,A Safety and Tolerability Single Ascending Dose Study in Healthy Volunteers,,,1/1/08,,Actual,TC-2216-232-CLP-001,,1,72,,Anticipated,2,1,0,0,2008,,,,,0,0,0
NCT00586079,Other,Completed,Interventional,7/1/07,6/1/11,N/A,Deep Brain Stimulation in Patients With Parkinson's Disease,Parkinson Disease,,6/1/11,,Actual,06-003248,,3.92,20,,Actual,2,1,0,0,2008,,,,0,1,0,0
NCT00593957,Other,Terminated,Interventional,8/1/04,6/1/10,Phase 2,Trial of Dextromethorphan in Rett Syndrome,"Rett Syndrome, Syndrome",Dextromethorphan,4/1/10,,Actual,FD2408,,5.67,38,,Actual,3,1,0,0,2008,1,35,Study changed to a placebo controlled trial of dextromethorphan,0,1,0,1
NCT00595439,NIH,Completed,Observational,12/1/07,,N/A,Association Between Focal Dystonia and Complex Regional Pain Syndrome,"Complex Regional Pain Syndromes, Dystonia, Dystonic Disorders, Nervous System Diseases, Peripheral Nervous System Diseases, Reflex Sympathetic Dystrophy",,10/1/09,,,80040,,1.84,90,,,,1,0,0,2008,,,,,0,0,
NCT00595751,Industry,Completed,Observational,12/1/07,6/1/08,N/A,"NeuroLex EEG-Based ADHD Assessment Aid, Pivotal Study","Attention Deficit Disorder with Hyperactivity, Hyperkinesis",,6/1/08,,Actual,004-1.6,,0.5,300,,Anticipated,,10,0,0,2008,,,,,0,0,0
NCT00597545,Other,Terminated,Interventional,3/1/07,6/1/14,N/A,Effect of Raised CBF During CEA on Cognition in DM Patients,"Carotid Artery Diseases, Carotid Stenosis, Cognition Disorders",,6/1/14,,Actual,AAAC3837,,7.26,10,,Actual,2,1,0,0,2008,1,12,Half of DM patients had EEG changes and therefore were excluded.,,0,0,0
NCT00601978,Industry,Withdrawn,Interventional,8/1/08,11/1/09,Phase 4,Carbidopa/Levodopa Versus Carbidopa/Levodopa/Entacapone on Markers of Event Related Potentials (ERPs) in Patients With Idiopathic Parkinson's Disease (PD) and End-of-dose Wearing Off,Parkinson Disease,"Entacapone, Levodopa, Carbidopa, Carbidopa, levodopa drug combination",11/1/09,,Actual,CELC200AUS15,,1.25,0,,Actual,2,0,0,0,2008,,,Business decision brand strategy; no patients enrolled,0,1,0,1
NCT00607204,NIH,Completed,Observational,10/1/05,11/1/11,N/A,Examining the Biological Factors That Affect Sleep Duration,,,11/1/11,,Actual,559,,6.09,119,,Actual,,1,0,0,2008,,,,,0,0,0
